Symbol,Name,Price,Exchange
"CTAC","ChaSerg Technology Acquisition Corp.",12,"NasdaqCM"
"CTACU","ChaSerg Technology Acquisition Corp.",2.42,"NasdaqCM"
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.",23.04,"NasdaqGM"
"CIH","China Index Holdings Ltd",1.62,"NasdaqGS"
"SXTC","China SXT Pharmaceuticals Inc",0.241,"NasdaqCM"
"PLIN","China Xiangtai Food Co Ltd",0.8,"NasdaqCM"
"CMCTP","CIM Commercial Trust Corporation",26.24,"NasdaqGM"
"CLPS","CLPS Inc",3.55,"NasdaqGM"
"CCB","Coastal Financial Corp (EVERETT)",14.08,"NasdaqGS"
"CLBK","Columbia Financial Inc",11.02,"NasdaqGS"
"SCOR","Comscore Inc",2.37,"NasdaqGS"
"BBCP","Brundage-Bone Concrete Pumping Holdings Inc",4.42,"NasdaqCM"
"CNST","Constellation Pharmaceuticals Inc",21.27,"NasdaqGS"
"ROAD","Construction Partners Inc",18.63,"NasdaqGS"
"CPAA","Conyers Park II Acquisition Corp",10.88,"NasdaqCM"
"CPAAU","Conyers Park II Acquisition Corp.",11.5,"NasdaqCM"
"AWSM","Cool Holdings Inc",0.0908,"Other OTC"
"CORV","Correvio Pharma Corp.",0.4199,"NasdaqGS"
"CRTX","Cortexyme Inc",43.45,"NasdaqGS"
"CLDB","Cortland Bancorp",14.74,"NasdaqCM"
"CVET","Covetrus Inc",22.29,"NasdaqGS"
"CREX","Creative Realities Inc",1.06,"NasdaqCM"
"CRSA","Crescent Acquisition Corp",10.13,"NasdaqCM"
"CRSAU","Crescent Acquisition Corp.",10.74,"NasdaqCM"
"CRNX","Crinetics Pharmaceuticals Inc",14.05,"NasdaqGS"
"CFB","Crossfirst Bankshares Inc",9.33,"NasdaqGS"
"CRWD","Crowdstrike Holdings Inc",125.19,"NasdaqGS"
"CMLS","Cumulus Media Inc",5.47,"NasdaqGM"
"CYCN","Cyclerion Therapeutics Inc",6.25,"NasdaqGS"
"DTSS","Datasea Inc",3.15,"NasdaqCM"
"DDMX","DD3 Acquisition Corp.",9.1,"NasdaqCM"
"DMTK","DermTech Inc",11.14,"NasdaqCM"
"DMAC","DiaMedica Therapeutics Inc",4.3,"NasdaqCM"
"DEAC","Diamond Eagle Acquisition Corp.",17.53,"NasdaqCM"
"DEACU","Diamond Eagle Acquisition Corp.",19.37,"NasdaqCM"
"DPHC","Diamondpeak Holdings Corp",17.6,"NasdaqCM"
"DPHCU","DiamondPeak Holdings Corp.",19.78,"NasdaqCM"
"DOCU","DocuSign Inc",216.26,"NasdaqGS"
"DOMO","Domo Inc",40.28,"NasdaqGM"
"DOYU","Douyu International Holdings Ltd",15.73,"NasdaqGS"
"DBX","Dropbox Inc",19.75,"NasdaqGS"
"DYAI","Dyadic International Inc",7.51,"NasdaqCM"
"EDSA","Edesa Biotech Inc",9,"NasdaqCM"
"EDNT","Edison Nation Inc",2.03,"NasdaqCM"
"EDTX","EdtechX Holdings Acquisition Corp.",21.06,"NasdaqCM"
"EDTXU","EdtechX Holdings Acquisition Corp.",21.27,"NasdaqCM"
"EIDX","Eidos Therapeutics Inc",40.99,"NasdaqGS"
"SOLO","Electrameccanica Vehicles Corp",2.64,"NasdaqCM"
"ECOR","electroCore, Inc.",1.49,"NasdaqGS"
"ELOX","Eloxx Pharmaceuticals Inc",2.77,"NasdaqGM"
"EMMA","Emmaus Life Sciences Inc",1.31,"Other OTC"
"ENLV","Enlivex Therapeutics Ltd",4.97,"NasdaqCM"
"ENOB","Enochian Biosciences Inc",3.77,"NasdaqGS"
"ESGRO","Enstar Group Limited",26.22,"NasdaqGS"
"ESGRP","Enstar Group Limited",26.39,"NasdaqGS"
"ENTX","Entera Bio Ltd",1.07,"NasdaqGS"
"EVSI","Envision Solar International Inc",11.65,"NasdaqGS"
"EPSN","Epsilon Energy Ltd",3.08,"NasdaqGM"
"EQ","Equillium Inc",5.06,"NasdaqGS"
"ESTA","Establishment Labs Holdings Inc",19.35,"NasdaqCM"
"ETON","Eton Pharmaceuticals Inc",7.26,"NasdaqGM"
"EDRY","EuroDry Ltd",3.69,"NasdaqGS"
"EVLO","Evelo Biosciences Inc",4.17,"NasdaqGS"
"EVER","EverQuote Inc",37.66,"NasdaqGM"
"EVOP","EVO Payments Inc",27.54,"NasdaqGS"
"XCUR","Exicure Inc",1.89,"NasdaqGS"
"EXPI","eXp World Holdings Inc",38.62,"NasdaqGM"
"EYPT","EyePoint Pharmaceuticals Inc",0.49,"NasdaqGM"
"FLMN","Falcon Minerals Corp",2.74,"NasdaqCM"
"FLLCU","Fellazo Inc.",10.15,"NasdaqCM"
"FITBP","Fifth Third Bancorp",26.5,"NasdaqGS"
"FTAC","Fintech Acquisition Corp III",10.4,"NasdaqCM"
"FTACU","FinTech Acquisition Corp. III",10.92,"NasdaqCM"
"FTACW","FinTech Acquisition Corp. III",1.6,"NasdaqCM"
"FCBP","First Choice Bancorp (California)",14.86,"NasdaqCM"
"FXNC","First National Corp",13.9,"NasdaqCM"
"FSEA","First Seacoast Bancorp",6.45,"NasdaqCM"
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF",21.3666,"NasdaqGM"
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF",22.15,"NasdaqGS"
"DVLU","First Trust Dorsey Wright Momentum & Value ETF",15.1851,"NasdaqGM"
"DALI","First Trust Dorsey Wright DALI 1 ETF",17.74,"NasdaqGS"
"FDNI","First Trust Dow Jones International Internet ETF",38.87,"NasdaqGM"
"NFTY","First Trust India NIFTY 50 Equal Weight ETF",32.0928,"NasdaqGM"
"NXTG","First Trust IndXX NextG ETF",58.698,"NasdaqGM"
"FPXE","First Trust IPOX Europe Equity Opportunities ETF",24.5856,"NasdaqGM"
"LDSF","First Trust Low Duration Strategic Focus ETF",20.45,"NasdaqGM"
"FID","First Trust S&P International Dividend Aristocrats ETF",14.7353,"NasdaqGM"
"MYFW","First Western Financial Inc",13.58,"NasdaqGS"
"FLNT","Fluent Inc",3.02,"NasdaqGM"
"FLUX","Flux Power Holdings Inc",5.26,"Other OTC"
"FOCS","Focus Financial Partners Inc",33.91,"NasdaqGS"
"FTSV","Forty Seven, Inc.",95.51,"NasdaqGS"
"FMCI","Forum Merger II Corporation",21,"NasdaqCM"
"FMCIU","Forum Merger II Corp",26.11,"NasdaqCM"
"FRAF","Franklin Financial Services Corp",24.39,"NasdaqCM"
"FTDR","Frontdoor Inc",42.29,"NasdaqGS"
"FULC","Fulcrum Therapeutics Inc",7.5,"NasdaqGM"
"FVCB","FVCBankcorp Inc",10.55,"NasdaqCM"
"GMDA","Gamida Cell Ltd",4.1,"NasdaqGM"
"GNFT","Genfit SA",4.71,"NasdaqGS"
"GMAB","Genmab A/S",35.02,"NasdaqGS"
"GNPX","Genprex Inc",3.83,"NasdaqCM"
"GAINL","Gladstone Investment Corporation",24.25,"NasdaqGS"
"GBLIZ","Global Indemnity Limited",24.99,"NasdaqGS"
"DRIV","Global X Autonomous & Electric Vehicles ETF",17.0805,"NasdaqGS"
"CLOU","Global X Cloud Computing ETF Global X Cloud Computing ETF",23.03,"NasdaqGS"
"EBIZ","Global X E-commerce ETF",26.99,"NasdaqGM"
"AIQ","Global X Future Analytics Tech ETF",23.28,"NasdaqGM"
"GNOM","Global X Genomics & Biotechnology ETF",16.5706,"NasdaqGM"
"GSHD","Goosehead Insurance Inc",101.18,"NasdaqGS"
"GRSH","Gores Holdings III, Inc.",11.15,"NasdaqCM"
"GRSHU","Gores Holdings III, Inc.",11.79,"NasdaqCM"
"GMHI","Gores Metropoulos, Inc.",11.9,"NasdaqCM"
"GMHIU","Gores Metropoulos Inc",12.95,"NasdaqCM"
"GOSS","Gossamer Bio Inc",12.87,"NasdaqGS"
"GNLN","Greenlane Holdings Inc",2.68,"NasdaqGM"
"GRNQ","GreenPro Capital Corp",1,"NasdaqCM"
"GSKY","GreenSky Inc",4.18,"NasdaqGS"
"GRIN","Grindrod Shipping Holdings Ltd",3.7,"NasdaqGS"
"GRTS","Gritstone Oncology Inc",2.87,"NasdaqGS"
"GO","Grocery Outlet Holding Corp",38.86,"NasdaqGS"
"GH","Guardant Health Inc",90.81,"NasdaqGS"
"GHSI","Guardion Health Sciences Inc",0.2292,"NasdaqCM"
"GXGX","GX Acquisition Corp",10.62,"NasdaqCM"
"GXGXU","GX Acquisition Corp.",11.6,"NasdaqCM"
"HJLI","Hancock Jaffe Laboratories Inc",0.3783,"NasdaqCM"
"HWC","Hancock Whitney Corp",20.76,"NasdaqGS"
"HARP","Harpoon Therapeutics Inc",13.77,"NasdaqGS"
"HROW","Harrow Health Inc",6.36,"NasdaqCM"
"HHR","HeadHunter Group PLC",20.67,"NasdaqGS"
"HCAT","Health Catalyst Inc",32.13,"NasdaqGS"
"HLIO","Helios Technologies Inc",41.06,"NasdaqGS"
"HSDT","Helius Medical Technologies Inc",0.3958,"NasdaqCM"
"HCACU","Hennessy Capital Acquisition Corp. IV",12,"NasdaqCM"
"HCACW","Hennessy Capital Acquisition Corp. IV",1.79,"NasdaqCM"
"HEPA","Hepion Pharmaceuticals Inc",3.13,"NasdaqCM"
"HFFG","Hf Foods Group Inc",7.16,"NasdaqCM"
"HCCH","HL Acquisitions Corp",10.86,"NasdaqCM"
"HCCHU","HL Acquisition Corp.",13.65,"NasdaqCM"
"FIXX","Homology Medicines Inc",9.94,"NasdaqGS"
"HOOK","HOOKIPA Pharma Inc",8.59,"NasdaqGS"
"TWNKW","Hostess Brands, Inc.",0.92,"NasdaqCM"
"HOTH","Hoth Therapeutics Inc",2.31,"NasdaqCM"
"HHT","Color Star Technology Co Ltd",0.9151,"NasdaqCM"
"HYRE","HyreCar Inc",3.46,"NasdaqCM"
"IIIV","i3 Verticals Inc",26.35,"NasdaqGS"
"IBKCN","IBERIABANK Corporation",23.47,"NasdaqGS"
"IDEX","Ideanomics Inc",1.16,"NasdaqCM"
"IDYA","IDEAYA Biosciences Inc",11.72,"NasdaqGS"
"IHRT","iHeartMedia Inc",9.2,"NasdaqGS"
"IMAC","IMAC Holdings Inc",0.698,"NasdaqCM"
"IMBI","iMedia Brands Inc",6.16,"NasdaqCM"
"IMUX","Immunic Inc",13.72,"NasdaqCM"
"IMV","IMV Inc",4.11,"NasdaqCM"
"IEA","Infrastructure and Energy Alternatives Inc",5.9,"NasdaqCM"
"INMD","Inmode Ltd",33.09,"NasdaqGS"
"INMB","INmune Bio Inc",9.31,"NasdaqCM"
"INSU","Insurance Acquisition Corp",13.33,"NasdaqCM"
"INSUU","Insurance Acquisition Corp.",15,"NasdaqCM"
"IMXI","International Money Express Inc",16.57,"NasdaqCM"
"IPLDP","Interstate Power and Light Company",25.55,"NasdaqGS"
"ISDX","Invesco RAFI Strategic Developed ex-US ETF",23.23,"NasdaqGM"
"ISDS","Invesco RAFI Strategic Developed ex-US Small Company ETF",21.7659,"NasdaqGM"
"ISEM","Invesco RAFI Strategic Emerging Markets ETF",23.82,"NasdaqGM"
"IUS","Invesco RAFI Strategic US ETF",27.72,"NasdaqGM"
"IUSS","Invesco RAFI Strategic US Small Company ETF",23.12,"NasdaqGM"
"ICMB","Investcorp Credit Management BDC Inc",3.34,"NasdaqGS"
"IQ","IQIYI Inc",22.01,"NasdaqGS"
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF",60.9,"NasdaqGS"
"SUSL","iShares ESG MSCI USA Leaders ETF",59.1434,"NasdaqGM"
"BGRN","iShares Global Green Bond ETF",55.41,"NasdaqGM"
"IGIB","iShares Intermediate-Term Corporate Bond ETF",60.96,"NasdaqGM"
"SDG","iShares MSCI Global Impact ETF",80.41,"NasdaqGM"
"EWJE","iShares MSCI Japan Equal Weighted ETF",34.2671,"NasdaqGM"
"EWJV","iShares MSCI Japan Value ETF",23.215,"NasdaqGM"
"IGSB","iShares Short-Term Corporate Bond ETF",54.965,"NasdaqGM"
"ITMR","Itamar Medical Ltd.",22.87,"NasdaqCM"
"ITRM","Iterum Therapeutics PLC",0.595,"NasdaqGM"
"ISEE","Iveric Bio Inc",4.46,"NasdaqGS"
"JRSH","Jerash Holdings (US) Inc",5,"NasdaqCM"
"JFIN","Jiayin Group Inc",2.79,"NasdaqGM"
"KXIN","Kaixin Auto Holdings",0.432,"NasdaqCM"
"KLDO","Kaleido Biosciences Inc",5.78,"NasdaqGS"
"KRTX","Karuna Therapeutics Inc",74.1,"NasdaqGM"
"KZR","Kezar Life Sciences Inc",4.64,"NasdaqGS"
"KNSA","Kiniksa Pharmaceuticals Ltd",15.37,"NasdaqGS"
"KLXE","KLX Energy Services Holdings Inc",6.7,"NasdaqGS"
"KOD","Kodiak Sciences Inc",47.51,"NasdaqGM"
"KRUS","Kura Sushi USA Inc",13.8,"NasdaqGM"
"LEGH","Legacy Housing Corp",14.73,"NasdaqGS"
"LEVL","Level One Bancorp Inc",16.29,"NasdaqGS"
"LFAC","LF Capital Acquisition Corp.",10.59,"NasdaqCM"
"LFACU","LF Capital Acquisition Corp",12.03,"NasdaqCM"
"LMST","Limestone Bancorp Inc",10.9,"NasdaqCM"
"YVR","Liquid Media Group Ltd",1.49,"NasdaqGS"
"LQDA","Liquidia Technologies Inc",4.34,"NasdaqCM"
"LVGO","Livongo Health Inc",126.49,"NasdaqGS"
"LOGC","LogicBio Therapeutics Inc",6.16,"NasdaqGM"
"CHNA","Loncar China BioPharma ETF",30.8279,"NasdaqGM"
"LOAC","Longevity Acquisition Corp",10.69,"NasdaqGS"
"LOACU","Longevity Acquisition Corporation",10.7,"NasdaqCM"
"LK","Luckin Coffee Inc.",1.38,"NasdaqGS"
"LKCO","Luokung Technology Corp",0.406,"NasdaqCM"
"LYFT","Lyft Inc",28.97,"NasdaqGS"
"MGTA","Magenta Therapeutics Inc",6.52,"NasdaqGS"
"MNSB","MainStreet Bancshares Inc",12.99,"NasdaqCM"
"MRKR","Marker Therapeutics Inc",1.61,"NasdaqGM"
"MDJH","MDJM Ltd",4.05,"NasdaqGS"
"MGTX","MeiraGTx Holdings PLC",12.64,"NasdaqGS"
"MBINO","Merchants Bancorp",24.9,"NasdaqGS"
"MBINP","Merchants Bancorp",26.15,"NasdaqGS"
"MREO","Mereo BioPharma Group plc",2.74,"NasdaqGS"
"MESA","Mesa Air Group Inc",3.53,"NasdaqGS"
"MSVB","Mid-Southern Bancorp Inc",12.75,"NasdaqCM"
"MIST","Milestone Pharmaceuticals Inc",7.75,"NasdaqGS"
"MLND","Millendo Therapeutics Inc",1.57,"NasdaqCM"
"TIGO","Millicom International Cellular S.A.",28.97,"NasdaqGS"
"MIRM","Mirum Pharmaceuticals Inc",21.41,"NasdaqGS"
"MTC","MMTEC Inc",0.778,"NasdaqCM"
"MRNA","Moderna Inc",62.6,"NasdaqGS"
"MOGO","Mogo Inc (British Columbia)",1.51,"NasdaqGS"
"MWK","Mohawk Group Holdings Inc",6.72,"NasdaqCM"
"MNCL","Monocle Acquisition Corporation",10.28,"NasdaqCM"
"MNCLU","Monocle Acquisition Corp",10.5,"NasdaqCM"
"MORF","Morphic Holding Inc",26.33,"NasdaqGM"
"MOR","MorphoSys AG",30.28,"NasdaqGS"
"COOP","Mr. Cooper Group Inc",18.36,"NasdaqGS"
"NRC","National Research Corp",55.14,"NasdaqGS"
"NTUS","Natus Medical Inc",18.15,"NasdaqGS"
"NMCI","Navios Maritime Containers LP",0.7801,"NasdaqGS"
"NLTX","Neoleukin Therapeutics Inc",12.51,"NasdaqGM"
"NTGN","Neon Therapeutics, Inc.",3.07,"NasdaqGS"
"NEPH","Nephros Inc",6.85,"NasdaqCM"
"NFIN","Netfin Acquisition Corp",10.6,"NasdaqCM"
"NFINU","Netfin Acquisition Corp.",12.35,"NasdaqCM"
"NBSE","NeuBase Therapeutics Inc",7.91,"NasdaqCM"
"NUROW","NeuroMetrix, Inc.",0.142,"YHD"
"STIM","Neuronetics Inc",4.19,"NasdaqGS"
"NFE","New Fortress Energy LLC",28.74,"NasdaqGS"
"NXTC","NextCure Inc",8.32,"NasdaqGS"
"NXGN","NextGen Healthcare Inc",12.95,"NasdaqGS"
"BIMI","BOQI International Medical Inc",1.71,"NasdaqCM"
"NGM","NGM Biopharmaceuticals Inc",17.66,"NasdaqGS"
"NIU","NIU Technologies",19.31,"NasdaqGS"
"LASR","nLIGHT Inc",21.6,"NasdaqGS"
"OPI","Office Properties Income Trust",23.73,"NasdaqGS"
"OPINI","Office Properties Income Trust",24.8,"NasdaqGS"
"OCCI","OFS Credit Company Inc",10.45,"NasdaqGS"
"OCCIP","OFS Credit Company, Inc.",24,"NasdaqGS"
"ONCY","Oncolytics Biotech Inc",1.63,"NasdaqGS"
"ONCT","Oncternal Therapeutics Inc",2.1,"NasdaqCM"
"OSPN","OneSpan Inc",20.13,"NasdaqGS"
"OSW","OneSpaWorld Holdings Ltd",7.49,"NasdaqCM"
"OPBK","OP Bancorp",6.21,"NasdaqGS"
"OPRA","Opera Ltd",7.94,"NasdaqGS"
"OPES","Opes Acquisition Corp",12.85,"NasdaqCM"
"OPRX","OPTIMIZERx Corp",18.77,"NasdaqGS"
"ORTX","Orchard Therapeutics PLC",5.29,"NasdaqGS"
"OGI","OrganiGram Holdings Inc",1.15,"NasdaqGS"
"ORGO","Organogenesis Holdings Inc",4.22,"NasdaqCM"
"OBNK","Origin Bancorp Inc",25.14,"NasdaqGS"
"ORSNU","Orisun Acquisition Corp.",10.75,"NasdaqGS"
"OSMT","Osmotica Pharmaceuticals PLC",5.2,"NasdaqGS"
"OTLK","Outlook Therapeutics Inc",0.65,"NasdaqCM"
"OXSQ","Oxford Square Capital Corp",2.52,"NasdaqGS"
"HERD","Pacer Cash Cows Fund of Funds ETF",24.4156,"NasdaqGS"
"ECOW","Pacer Emerging Markets Cash Cows 100 ETF",21.4302,"NasdaqGM"
"VETS","Pacer Military Times Best Employers ETF",30.3781,"NasdaqGM"
"PLMR","Palomar Holdings Inc",106.89,"NasdaqGS"
"PNRL","Paringa Resources Limited",1.44,"NasdaqGS"
"PAYS","Paysign Inc",5.91,"NasdaqGS"
"PCB","PCB Bancorp",9.65,"NasdaqGS"
"PDSB","PDS Biotechnology Corp",2.3,"NasdaqGS"
"PEER","PeerStream, Inc.",0.7608,"Other OTC"
"PSNL","Personalis Inc",20.98,"NasdaqGM"
"PHAS","PhaseBio Pharmaceuticals Inc",3.28,"NasdaqGS"
"PHIO","Phio Pharmaceuticals Corp",2.04,"NasdaqGS"
"PHIOW","Phio Pharmaceuticals Corp.",0.17,"NasdaqGS"
"PHUN","Phunware Inc",0.9628,"NasdaqGS"
"PLL","Piedmont Lithium Limited",6.06,"NasdaqCM"
"PDD","Pinduoduo Inc",85.04,"NasdaqGS"
"PT","Pintec Technology Holdings Ltd",0.8,"NasdaqGM"
"PBFS","Pioneer Bancorp Inc",8.57,"NasdaqCM"
"PS","Pluralsight Inc",17.39,"NasdaqGS"
"PSTV","Plus Therapeutics Inc",2.63,"NasdaqGS"
"PTE","PolarityTE Inc",1.04,"NasdaqGS"
"PPHI","Positive Physicians Holdings Inc",10.15,"NasdaqCM"
"PBTS","Powerbridge Technologies Co Ltd",2.41,"NasdaqCM"
"DTIL","Precision BioSciences Inc",4.65,"NasdaqGS"
"POAI","Predictive Oncology Inc",0.873,"NasdaqGS"
"PBIO","Pressure Biosciences Inc",1.85,"Other OTC"
"PRVL","Prevail Therapeutics Inc",11.8,"NasdaqGS"
"PLC","Principal U.S. Large-Cap Multi-Factor Core Index ETF",28.2073,"NasdaqGS"
"PSM","Principal U.S. Small-MidCap Multi-Factor Core Index ETF",24.5306,"NasdaqGM"
"PRNB","Principia Biopharma Inc",100.07,"NasdaqGS"
"PRTH","Priority Technology Holdings Inc",2.55,"NasdaqCM"
"PAAC","Proficient Alpha Acquisition Corp.",7.61,"NasdaqGS"
"PAACU","Proficient Alpha Acquisition Corp.",9.99,"NasdaqCM"
"PTVCA","Protective Insurance Corporation",15.75,"NasdaqGS"
"PTVCB","Protective Insurance Corp",14.72,"NasdaqGS"
"PRVB","Provention Bio Inc",11.18,"NasdaqGS"
"PHCF","Puhui Wealth Investment Management Co Ltd",3.03,"NasdaqCM"
"PACQ","Pure Acquisition Corp",10.08,"NasdaqCM"
"PACQU","Pure Acquisition Corp.",10.5,"NasdaqGS"
"PUYI","Puyi Inc.",6.14,"NasdaqGM"
"QTT","Qutoutiao Inc",2.75,"NasdaqGS"
"RTLR","Rattler Midstream LP",7.5,"NasdaqGS"
"BCNA","Reality Shares Nasdaq NexGen Economy China ETF",20.83,"NasdaqGM"
"RRBI","Red River Bancshares Inc",44.2,"NasdaqGS"
"RDVT","Red Violet Inc",19.28,"NasdaqGS"
"RBZ","Reebonz Holding Limited",0.48,"NasdaqGS"
"REKR","Rekor Systems Inc",6.45,"NasdaqCM"
"RPAY","Repay Holdings Corp",23.62,"NasdaqGS"
"REPL","Replimune Group Inc",23.02,"NasdaqGS"
"REXN","Rexahn Pharmaceuticals Inc",1.85,"NasdaqCM"
"RBKB","Rhinebeck Bancorp Inc",6.43,"NasdaqCM"
"RMBI","Richmond Mutual Bancorporation Inc",11.41,"NasdaqGS"
"RIVE","Riverview Financial Corp",7.26,"NasdaqGM"
"RUBY","Rubius Therapeutics Inc",4.81,"NasdaqGS"
"RUHN","Ruhnn Holding Ltd",2.76,"NasdaqGS"
"SFET","Safe-T Group Ltd",1.05,"NasdaqCM"
"SLRX","Salarius Pharmaceuticals Inc",0.8096,"NasdaqCM"
"SRRK","Scholar Rock Holding Corp",14.45,"NasdaqGS"
"SAMA","Schultze Special Purpose Acquisition Corp",10.2,"NasdaqCM"
"SAMAU","Schultze Special Purpose Acquisition Corp.",10.75,"NasdaqGS"
"SCPL","Sciplay Corp",13.03,"NasdaqGS"
"WORX","Scworx Corp",1.52,"NasdaqCM"
"SEEL","Seelos Therapeutics Inc",0.599,"NasdaqGS"
"SIC","Select Interior Concepts Inc",6.06,"NasdaqCM"
"SESN","Sesen Bio Inc",0.9994,"NasdaqGS"
"SWAV","Shockwave Medical Inc",61.54,"NasdaqGS"
"SIBN","SI-BONE Inc",20.96,"NasdaqGS"
"SIGA","SIGA Technologies Inc",6.59,"NasdaqGM"
"SILK","Silk Road Medical Inc",57.83,"NasdaqGS"
"SSPKU","Silver Spike Acquisition Corp.",10.25,"NasdaqCM"
"SINT","SINTX Technologies Inc",1.51,"NasdaqGS"
"SG","Sirius International Insurance Group Ltd",11.48,"NasdaqGS"
"GIGE","SoFi Gig Economy ETF",27.1811,"NasdaqGM"
"SOLY","Soliton Inc",6.02,"NasdaqCM"
"SONM","Sonim Technologies Inc",0.8703,"NasdaqGM"
"SONO","Sonos Inc",13.12,"NasdaqGS"
"SOHON","Sotherly Hotels Inc.",6.5,"NasdaqGS"
"SMMC","South Mountain Merger Corp",10.53,"NasdaqGS"
"SMMCU","South Mountain Merger Corp.",11.29,"NasdaqGS"
"SPFI","South Plains Financial Inc",14.4,"NasdaqGS"
"SY","So-Young International Inc",12.07,"NasdaqGM"
"STXB","Spirit of Texas Bancshares Inc",13.06,"NasdaqGS"
"SLNG","Stabilis Energy Inc",2.25,"Other OTC"
"STND","Standard AVB Financial Corp",18.89,"NasdaqGS"
"MITO","Stealth BioTherapeutics Corp",1.51,"NasdaqGM"
"STOK","Stoke Therapeutics Inc",28.78,"NasdaqGS"
"STNE","StoneCo Ltd",50,"NasdaqGS"
"WISA","Summit Wireless Technologies Inc",1.81,"NasdaqCM"
"SNDL","Sundial Growers Inc",0.3082,"NasdaqGS"
"SLGG","Super League Gaming, Inc.",1.78,"NasdaqGS"
"SURF","Surface Oncology Inc",6.06,"NasdaqGS"
"STRO","Sutro Biopharma Inc",12.54,"NasdaqGS"
"SSSS","SuRo Capital Corp",12.37,"NasdaqGS"
"SVMK","SVMK Inc",22.64,"NasdaqGS"
"THOR","Synthorx, Inc.",67.99,"NasdaqGS"
"TLC","Taiwan Liposome Company, Ltd.",4.5,"NasdaqGM"
"TAOP","Taoping Inc",2.74,"NasdaqCM"
"TH","Target Hospitality Corp",1.39,"NasdaqCM"
"TRNX","BBHC Inc",0.032,"NasdaqGS"
"TCFCP","TCF Financial Corporation",25.65,"NasdaqGS"
"TCRR","TCR2 Therapeutics Inc",17.74,"NasdaqGS"
"TECTP","Tectonic Financial, Inc.",9,"NasdaqCM"
"TENB","Tenable Holdings Inc",37.21,"NasdaqGS"
"TZAC","Tenzing Acquisition Corp",10.73,"NasdaqCM"
"TZACU","Tenzing Acquisition Corp.",10.96,"NasdaqCM"
"WTER","Alkaline Water Company Inc",1.43,"NasdaqCM"
"BPRN","Bank Of Princeton",20.19,"NasdaqGS"
"LOVE","Lovesac Co",29.44,"NasdaqGM"
"PECK","Peck Company Holdings Inc",3.22,"NasdaqCM"
"REAL","RealReal Inc",15.26,"NasdaqGS"
"THBRU","Thunder Bridge Acquisition II, Ltd.",11.45,"NasdaqCM"
"TIBR","Tiberius Acquisition Corporation",8.32,"NasdaqCM"
"TLRY","Tilray Inc",5.92,"NasdaqGS"
"TMDI","Titan Medical Inc",0.8454,"NasdaqCM"
"TLSA","Tiziana Life Sciences PLC",3.22,"NasdaqGM"
"TKKS","TKK Symphony Acquisition Corporation",6.9,"NasdaqCM"
"TKKSU","TKK Symphony Acquisition Corporation",9.45,"NasdaqCM"
"TOTA","Tottenham Acquisition I Ltd",10.96,"NasdaqCM"
"TOTAU","Tottenham Acquisition I Limited",11,"NasdaqCM"
"TBLT","Toughbuilt Industries Inc",0.7148,"NasdaqCM"
"TW","Tradeweb Markets Inc",53.19,"NasdaqGS"
"TBIO","Translate Bio Inc",12.68,"NasdaqGS"
"TMDX","Transmedics Group Inc",16.37,"NasdaqGM"
"TRVI","Trevi Therapeutics Inc",3.61,"NasdaqGM"
"TPCO","Tribune Publishing Co",11.44,"NasdaqGM"
"TCDA","Tricida Inc",11.02,"NasdaqGS"
"TDAC","Trident Acquisitions Corp",10.8,"NasdaqCM"
"TDACU","Trident Acquisitions Corp.",10.82,"NasdaqCM"
"TSCAP","TriState Capital Holdings, Inc.",23.52,"NasdaqGS"
"TSCBP","TriState Capital Holdings, Inc.",23.56,"NasdaqGS"
"TC","TuanChe Ltd",1.13,"NasdaqCM"
"TPTX","Turning Point Therapeutics Inc",72.335,"NasdaqGS"
"THCB","Tuscan Holdings Corp.",10.16,"NasdaqCM"
"THCBU","Tuscan Holdings Corp",10.53,"NasdaqCM"
"THCA","Tuscan Holdings Corp II",10.02,"NasdaqCM"
"THCAU","Tuscan Holdings Corp. II",10.05,"NasdaqCM"
"BROG","Brooge Holdings Ltd",9,"NasdaqGS"
"BROGW","Twelve Seas Investment Company",0.5475,"NasdaqCM"
"TWST","Twist Bioscience Corp",63.27,"NasdaqGS"
"USWS","US Well Services Inc",0.2852,"NasdaqCM"
"UBX","UNITY Biotechnology Inc",3.03,"NasdaqGS"
"UMRX","Unum Therapeutics Inc",2.2,"NasdaqGS"
"TTTN","TigerShares UP Fintech China-U.S. Internet Titans ETF",41.34,"NasdaqGM"
"TIGR","UP Fintech Holding Ltd",4.94,"NasdaqGS"
"UPWK","Upwork Inc",13.95,"NasdaqGS"
"MYT","Urban Tea Inc",1.72,"NasdaqCM"
"UROV","Urovant Sciences Ltd",8.85,"NasdaqGS"
"USIO","Usio Inc",2.16,"NasdaqCM"
"UXIN","Uxin Ltd",0.9269,"NasdaqGS"
"VCNX","Vaccinex Inc",4.96,"NasdaqCM"
"VLYPO","Valley National Bancorp",24.23,"NasdaqGS"
"VLYPP","Valley National Bancorp",27.25,"NasdaqGS"
"BNDW","Vanguard Total World Bond ETF",81.65,"NasdaqGM"
"VTIQ","VectoIQ Acquisition Corp.",33.97,"NasdaqCM"
"VTIQU","VectoIQ Acquisition Corp.",49.88,"NasdaqCM"
